Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,1,New York Jets,0,1,0,Kickoff from PHI 35,,Kickoff,"— C.Sturgis kicks 65 yards from PHI 35 to end zone, Touchback."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,1,New York Jets,0,2,0,-3 Yard Run,1st & 10 at NYJ 25,15:00 1st,— B.Powell right tackle to NYJ 22 for -3 yards (S.Means; C.Maragos).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,1,New York Jets,0,3,0,2 Yard Run,2nd & 13 at NYJ 22,14:30 1st,— B.Powell right guard to NYJ 24 for 2 yards (B.Allen).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,1,New York Jets,0,4,0,3 Yard Pass,3rd & 11 at NYJ 24,13:57 1st Shotgun,— J.McCown pass short left to B.Powell to NYJ 27 for 3 yards (K.Grugier-Hill; J.Walker).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,1,New York Jets,0,5,0,Punt,4th & 8 at NYJ 27,13:25 1st,"— L.Edwards punts 51 yards to PHI 22, Center-T.Hennessy, out of bounds."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,1,0,6 Yard Run,1st & 10 at PHI 22,13:15 1st Shotgun,— C.Clement right tackle to PHI 28 for 6 yards (C.Pelon; B.Skrine).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,2,0,8 Yard Run,2nd & 4 at PHI 28,12:38 1st Shotgun,— C.Clement up the middle to PHI 36 for 8 yards (Ja.Adams).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,3,0,7 Yard Pass,1st & 10 at PHI 36,12:06 1st,— M.McGloin pass short right to M.Hollins ran ob at PHI 43 for 7 yards.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,4,0,12 Yard Pass,2nd & 3 at PHI 43,11:37 1st Shotgun,— M.McGloin pass short left to B.Treggs to NYJ 45 for 12 yards (B.Skrine).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,5,0,-1 Yard Run,1st & 10 at NYJ 45,11:02 1st,— C.Clement up the middle to NYJ 46 for -1 yards (D.Davis).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,6,0,3 Yard Run,2nd & 11 at NYJ 46,10:27 1st,— C.Clement left guard to NYJ 43 for 3 yards (J.Martin; D.Lee).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,7,0,5 Yard Penalty,3rd & 8 at NYJ 43,09:47 1st Shotgun,"— PENALTY on NYJ-C.Pelon, Neutral Zone Infraction, 5 yards, enforced at NYJ 43 - No Play."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,8,0,Pass Incomplete,3rd & 3 at NYJ 38,09:22 1st Shotgun,— M.McGloin pass incomplete short right to M.Johnson.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,2,Philadelphia Eagles,0,9,0,Turnover on Downs,4th & 3 at NYJ 38,09:18 1st Shotgun,— M.McGloin pass short left to C.Clement to NYJ 40 for -2 yards (Ja.Adams).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,1,0,5 Yard Pass,1st & 10 at NYJ 40,09:10 1st Shotgun,— J.McCown pass short right to R.Anderson to NYJ 45 for 5 yards (J.Watkins).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,2,0,1 Yard Run,2nd & 5 at NYJ 45,08:42 1st,— B.Powell left tackle to NYJ 46 for 1 yard (J.Hamilton).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,3,0,8 Yard Pass,3rd & 4 at NYJ 46,08:08 1st Shotgun,— J.McCown pass short right to C.Hansen to PHI 46 for 8 yards (D.McDougle).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,4,0,20 Yard Pass,1st & 10 at PHI 46,07:29 1st,— J.McCown pass short left to A.Seferian-Jenkins pushed ob at PHI 26 for 20 yards (T.Sullivan) [J.Walker]. NYJ-J.McCown was injured during the play.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,5,0,-9 Yard Run,1st & 10 at PHI 26,07:05 1st,"— #5 Hackenberg in at QB. B.Powell left tackle to PHI 25 for 1 yard (A.McCalister; B.Allen). PENALTY on NYJ-W.Johnson, Offensive Holding, 10 yards, enforced at PHI 25."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,6,0,Pass Incomplete,1st & 19 at PHI 35,06:50 1st,— J.McCown pass incomplete short right to R.Anderson (J.Watkins).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,7,0,7 Yard Run,2nd & 19 at PHI 35,06:43 1st Shotgun,— B.Powell up the middle to PHI 28 for 7 yards (C.Maragos).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,8,0,20 Yard Pass,3rd & 12 at PHI 28,06:13 1st Shotgun,— J.McCown pass short left to B.Powell pushed ob at PHI 8 for 20 yards (R.Douglas).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,9,0,1 Yard Pass,1st & 8 at PHI 8,05:43 1st,— J.McCown pass short left to K.Thompkins to PHI 7 for 1 yard (J.Walker).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,10,0,-3 Yard Run,2nd & 7 at PHI 7,05:12 1st,— B.Powell up the middle to PHI 10 for -3 yards (E.Qualls).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,11,0,Pass Incomplete,3rd & 10 at PHI 10,04:37 1st Shotgun,— J.McCown pass incomplete short right to K.Thompkins.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,3,New York Jets,1,12,1,Field Goal,4th & 10 at PHI 10,04:33 1st,"— C.Catanzaro 28 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,1,0,Kickoff from NYJ 35,,Kickoff,— C.Catanzaro kicks 69 yards from NYJ 35 to PHI -4. D.Pumphrey to PHI 16 for 20 yards (B.Carter).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,2,0,11 Yard Pass,1st & 10 at PHI 16,04:26 1st,— M.McGloin pass short left to M.Hollins to PHI 27 for 11 yards (D.Roberts).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,3,0,3 Yard Run,1st & 10 at PHI 27,03:53 1st,— B.Marshall right end to PHI 30 for 3 yards (K.Ealy).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,4,0,0 Yard Pass,2nd & 7 at PHI 30,03:10 1st Shotgun,— M.McGloin pass short right to B.Marshall to PHI 30 for no gain (Ja.Adams).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,5,0,6 Yard Pass,3rd & 7 at PHI 30,02:31 1st Shotgun,— M.McGloin pass short right to B.Treggs to PHI 36 for 6 yards (M.Williams).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,4,Philadelphia Eagles,0,6,0,Punt,4th & 1 at PHI 36,01:54 1st,"— C.Johnston punts 50 yards to NYJ 14, Center-R.Lovato, fair catch by J.Thomas."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,5,New York Jets,0,1,0,1 Yard Run,1st & 10 at NYJ 14,01:46 1st,— E.McGuire right tackle to NYJ 15 for 1 yard (K.Grugier-Hill; E.Qualls).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,5,New York Jets,0,2,0,8 Yard Pass,2nd & 9 at NYJ 15,01:14 1st,— C.Hackenberg pass short right to J.Howsare to NYJ 23 for 8 yards (J.Watkins).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,5,New York Jets,0,3,0,Pass Incomplete,3rd & 1 at NYJ 23,00:30 1st Shotgun,— C.Hackenberg pass incomplete short right to A.Stewart.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,1st Quarter,5,New York Jets,0,4,0,Punt,4th & 1 at NYJ 23,00:24 1st,"— L.Edwards punts 43 yards to PHI 34, Center-T.Hennessy. D.Pumphrey to PHI 39 for 5 yards (J.Stanford). PENALTY on NYJ-S.Thomas, Unsportsmanlike Conduct, 15 yards, enforced at PHI 39."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,1,0,4 Yard Pass,1st & 10 at NYJ 46,00:15 1st,— M.McGloin pass short left to B.Treggs to NYJ 42 for 4 yards (J.Burris).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,2,0,Pass Incomplete,2nd & 6 at NYJ 42,15:00 2nd Shotgun,— M.McGloin pass incomplete short right to M.Johnson.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,3,0,17 Yard Penalty,3rd & 6 at NYJ 42,14:56 2nd Shotgun,"— M.McGloin pass incomplete deep left to M.Johnson. PENALTY on NYJ-J.Burris, Defensive Pass Interference, 17 yards, enforced at NYJ 42 - No Play."
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,4,0,1 Yard Run,1st & 10 at NYJ 25,14:51 2nd,— D.Pumphrey right end ran ob at NYJ 24 for 1 yard.
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,5,0,3 Yard Run,2nd & 9 at NYJ 24,14:21 2nd,— D.Pumphrey up the middle to NYJ 21 for 3 yards (C.Pelon).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,6,0,7 Yard Pass,3rd & 6 at NYJ 21,13:40 2nd Shotgun,— M.McGloin pass short right to M.Hollins to NYJ 14 for 7 yards (D.Roberts).
2017,Preseason Week 4,THU,08/31,Eagles,Jets,2nd Quarter,1,Philadelphia Eagles,1,7,0,-1 Yard Run,1st & 10 at NYJ 14,13:08 2nd,— D.Pumphrey right tackle to NYJ 15 for -1 yards (K.Ealy).
