Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,1,0,Kickoff from TEN 35,,Kickoff,"— R.Succop kicks 68 yards from TEN 35 to KC -3. T.Hill to KC 18 for 21 yards (B.Trawick). PENALTY on KC-O.Charles, Illegal Block Above the Waist, 7 yards, enforced at KC 14."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,2,0,Pass Incomplete,1st & 10 at KC 7,14:55 1st Shotgun,— A.Smith pass incomplete deep left to T.Hill.
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,3,0,4 Yard Pass,2nd & 10 at KC 7,14:49 1st Shotgun,— A.Smith pass short left to T.Hill pushed ob at KC 11 for 4 yards (L.Ryan).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,4,0,14 Yard Pass,3rd & 6 at KC 11,14:10 1st Shotgun,— A.Smith pass short right to T.Kelce to KC 25 for 14 yards (A.Jackson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,5,0,5 Yard Run,1st & 10 at KC 25,13:29 1st Shotgun,— K.Hunt up the middle to KC 30 for 5 yards (D.Morgan; J.Casey).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,6,0,-1 Yard Run,2nd & 5 at KC 30,12:49 1st Shotgun,— K.Hunt left guard to KC 29 for -1 yards (S.Williams).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,7,0,Pass Incomplete,3rd & 6 at KC 29,12:04 1st Shotgun,— A.Smith pass incomplete short left. No intended receiver. Intentionally threw away pass over head of C.West.
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,1,Kansas City Chiefs,0,8,0,Punt,4th & 6 at KC 29,11:57 1st,"— D.Colquitt punts 51 yards to TEN 20, Center-J.Winchester. A.Jackson to TEN 25 for 5 yards (M.Kemp)."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,2,Tennessee Titans,0,1,0,Pass Incomplete,1st & 10 at TEN 25,11:46 1st Shotgun,— M.Mariota pass incomplete short middle to J.Smith (J.Houston) [J.Houston].
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,2,Tennessee Titans,0,2,0,7 Yard Run,2nd & 10 at TEN 25,11:42 1st,— D.Henry left tackle to TEN 32 for 7 yards (F.Zombo; D.Johnson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,2,Tennessee Titans,0,3,0,Pass Incomplete,3rd & 3 at TEN 32,10:57 1st Shotgun,— M.Mariota pass incomplete deep left to C.Davis.
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,2,Tennessee Titans,0,4,0,Punt,4th & 3 at TEN 32,10:52 1st,"— B.Kern punts 57 yards to KC 11, Center-B.Brinkley. T.Hill to KC 19 for 8 yards (B.Trawick)."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,1,0,Pass Incomplete,1st & 10 at KC 19,10:33 1st Shotgun,— A.Smith pass incomplete short left to T.Hill.
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,2,0,7 Yard Pass,2nd & 10 at KC 19,10:29 1st Shotgun,— A.Smith pass short right to K.Hunt to KC 26 for 7 yards (A.Jackson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,3,0,45 Yard Pass,3rd & 3 at KC 26,09:46 1st Shotgun,— A.Smith pass short right to T.Hill pushed ob at TEN 29 for 45 yards (D.Searcy).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,4,0,27 Yard Pass,1st & 10 at TEN 29,09:02 1st,— A.Smith pass deep right to T.Kelce pushed ob at TEN 2 for 27 yards (T.Smith).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,5,0,1 Yard Run,1st & 2 at TEN 2,08:22 1st Shotgun,— K.Hunt up the middle to TEN 1 for 1 yard (K.Byard).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,6,1,Touchdown,2nd & 1 at TEN 1,07:42 1st Shotgun,"— K.Hunt up the middle for 1 yard, TOUCHDOWN."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,3,Kansas City Chiefs,1,7,1,Extra Point,,07:37 1st,"— H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,4,Tennessee Titans,0,1,0,Kickoff from KC 35,,Kickoff,— H.Butker kicks 66 yards from KC 35 to TEN -1. A.Jackson to TEN 23 for 24 yards (T.Smith).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,4,Tennessee Titans,0,2,0,-10 Yard Run,1st & 10 at TEN 23,07:30 1st,"— D.Henry left tackle to TEN 26 for 3 yards (R.Ragland). PENALTY on TEN-B.Jones, Unnecessary Roughness, 13 yards, enforced at TEN 26."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,4,Tennessee Titans,0,3,0,0 Yard Run,2nd & 20 at TEN 13,07:07 1st Shotgun,— D.Henry left guard to TEN 13 for no gain (C.Jones).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,4,Tennessee Titans,0,4,0,12 Yard Pass,3rd & 20 at TEN 13,06:24 1st Shotgun,— M.Mariota pass short middle to D.Walker to TEN 25 for 12 yards (S.Nelson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,4,Tennessee Titans,0,5,0,Punt,4th & 8 at TEN 25,05:46 1st,"— B.Kern punts 36 yards to KC 39, Center-B.Brinkley, out of bounds. PENALTY on KC-K.Reaser, Unnecessary Roughness, 15 yards, enforced at KC 39."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,1,0,26 Yard Pass,1st & 10 at KC 24,05:39 1st Shotgun,— A.Smith pass short middle to T.Hill to 50 for 26 yards (A.Jackson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,2,0,-5 Yard Penalty,1st & 10 at 50,05:01 1st Shotgun,"— PENALTY on KC-D.Robinson, False Start, 5 yards, enforced at 50 - No Play."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,3,0,18 Yard Pass,1st & 15 at KC 45,04:36 1st Shotgun,— A.Smith pass short left to A.Wilson pushed ob at TEN 37 for 18 yards (E.Walden).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,4,0,3 Yard Run,1st & 10 at TEN 37,03:53 1st Shotgun,— K.Hunt up the middle to TEN 34 for 3 yards (D.Morgan).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,5,0,5 Yard Penalty,2nd & 7 at TEN 34,03:09 1st,"— A.Smith pass incomplete deep right to T.Kelce. PENALTY on TEN-A.Jackson, Illegal Use of Hands, 5 yards, enforced at TEN 34 - No Play."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,6,0,16 Yard Run,1st & 10 at TEN 29,03:02 1st Shotgun,— K.Hunt left end to TEN 13 for 16 yards (K.Byard).
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,7,1,Touchdown,1st & 10 at TEN 13,02:19 1st Shotgun,"— A.Smith pass short left to T.Kelce for 13 yards, TOUCHDOWN."
2017,Wild Card,SAT,01/06,Titans,Chiefs,1st Quarter,5,Kansas City Chiefs,1,8,1,Extra Point,,02:15 1st,"— H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,1,0,Kickoff from KC 35,,Kickoff,"— H.Butker kicks 65 yards from KC 35 to end zone, Touchback."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,2,0,3 Yard Run,1st & 10 at TEN 25,02:15 1st,"— D.Henry right end to TEN 31 for 6 yards (K.Pierre-Louis). FUMBLES (K.Pierre-Louis), ball out of bounds at TEN 28."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,3,0,4 Yard Pass,2nd & 7 at TEN 28,01:37 1st Shotgun,— M.Mariota pass short right to T.Taylor pushed ob at TEN 32 for 4 yards (M.Peters).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,4,0,12 Yard Run,3rd & 3 at TEN 32,00:52 1st Shotgun,— M.Mariota scrambles right end to TEN 44 for 12 yards (R.Parker).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,5,0,4 Yard Run,1st & 10 at TEN 44,00:14 1st Shotgun,— D.Henry left guard to TEN 48 for 4 yards (F.Zombo).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,6,0,2 Yard Run,2nd & 6 at TEN 48,15:00 2nd Shotgun,— D.Henry up the middle to 50 for 2 yards (R.Ragland; F.Zombo).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,7,0,Pass Incomplete,3rd & 4 at 50,14:18 2nd Shotgun,— M.Mariota pass incomplete short right to E.Decker [J.Houston].
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,1,Tennessee Titans,0,8,0,Punt,4th & 4 at 50,14:11 2nd,"— B.Kern punts 38 yards to KC 12, Center-B.Brinkley. T.Hill pushed ob at KC 12 for no gain (D.Fluellen)."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,1,0,14 Yard Run,1st & 10 at KC 12,13:59 2nd,— T.Hill left end to KC 26 for 14 yards (K.Byard).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,2,0,-10 Yard Penalty,1st & 10 at KC 26,13:15 2nd Shotgun,"— C.West up the middle to KC 28 for 2 yards (W.Woodyard). PENALTY on KC-B.Witzmann, Offensive Holding, 10 yards, enforced at KC 26 - No Play."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,3,0,0 Yard Pass,1st & 20 at KC 16,12:46 2nd Shotgun,— A.Smith pass short left to K.Hunt to KC 16 for no gain (K.Byard).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,4,0,-2 Yard Pass,2nd & 20 at KC 16,12:05 2nd Shotgun,— A.Smith pass short right to K.Hunt to KC 14 for -2 yards (A.Johnson; E.Walden).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,5,0,-2 Yard Pass,3rd & 22 at KC 14,11:20 2nd Shotgun,— A.Smith pass short right to C.West to KC 12 for -2 yards (D.Searcy).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,2,Kansas City Chiefs,0,6,0,Punt,4th & 24 at KC 12,10:37 2nd,"— D.Colquitt punts 46 yards to TEN 42, Center-J.Winchester, fair catch by A.Jackson."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,1,0,7 Yard Pass,1st & 10 at TEN 42,10:29 2nd,— M.Mariota pass short left to D.Walker to TEN 49 for 7 yards (K.Pierre-Louis).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,2,0,10 Yard Pass,2nd & 3 at TEN 49,09:48 2nd Shotgun,— M.Mariota pass short middle to D.Walker to KC 41 for 10 yards (K.Pierre-Louis; F.Zombo).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,3,0,5 Yard Run,1st & 10 at KC 41,09:15 2nd Shotgun,— D.Henry up the middle to KC 36 for 5 yards (R.Ragland).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,4,0,15 Yard Pass,2nd & 5 at KC 36,08:34 2nd Shotgun,— M.Mariota pass short left to R.Matthews to KC 21 for 15 yards (D.Revis).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,5,0,Pass Incomplete,1st & 10 at KC 21,"07:54 2nd No Huddle, Shotgun",— M.Mariota pass incomplete deep right to E.Decker.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,3,Tennessee Titans,0,6,0,Interception,2nd & 10 at KC 21,07:48 2nd Shotgun,— M.Mariota pass short right intended for D.Walker INTERCEPTED by M.Peters at KC 9. M.Peters to KC 37 for 28 yards (R.Matthews).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,4,Kansas City Chiefs,0,1,0,Sack,1st & 10 at KC 37,07:37 2nd Shotgun,— A.Smith sacked ob at KC 37 for 0 yards (S.Williams).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,4,Kansas City Chiefs,0,2,0,1 Yard Pass,2nd & 10 at KC 37,07:03 2nd Shotgun,— A.Smith pass short right to T.Hill to KC 38 for 1 yard (T.Smith).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,4,Kansas City Chiefs,0,3,0,Pass Incomplete,3rd & 9 at KC 38,06:16 2nd Shotgun,— A.Smith pass incomplete deep right to T.Hill.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,4,Kansas City Chiefs,0,4,0,Punt,4th & 9 at KC 38,06:09 2nd,"— D.Colquitt punts 54 yards to TEN 8, Center-J.Winchester. A.Jackson pushed ob at TEN 21 for 13 yards (J.Chesson)."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,1,0,8 Yard Run,1st & 10 at TEN 21,05:57 2nd Shotgun,— D.Henry up the middle to TEN 29 for 8 yards (R.Ragland; S.Nelson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,2,0,22 Yard Pass,2nd & 2 at TEN 29,05:19 2nd Shotgun,— M.Mariota pass short right to D.Walker pushed ob at KC 49 for 22 yards (R.Parker).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,3,0,9 Yard Run,1st & 10 at KC 49,04:50 2nd Shotgun,— D.Henry left guard to KC 40 for 9 yards (R.Ragland).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,4,0,12 Yard Pass,2nd & 1 at KC 40,"04:05 2nd No Huddle, Shotgun",— M.Mariota pass short right to C.Davis to KC 28 for 12 yards (R.Ragland).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,5,0,1 Yard Run,1st & 10 at KC 28,"03:22 2nd No Huddle, Shotgun",— D.Henry up the middle to KC 27 for 1 yard (C.Jones; A.Bailey).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,6,0,5 Yard Penalty,2nd & 9 at KC 27,"03:01 2nd No Huddle, Shotgun","— M.Mariota sacked at KC 34 for -7 yards (C.Jones). PENALTY on KC-A.Bailey, Defensive 12 On-field, 5 yards, enforced at KC 27 - No Play."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,7,0,Pass Incomplete,2nd & 4 at KC 22,02:48 2nd Shotgun,— M.Mariota pass incomplete deep left to D.Walker.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,8,0,-9 Yard Sack,3rd & 4 at KC 22,02:41 2nd Shotgun,— M.Mariota sacked at KC 31 for -9 yards (D.Johnson).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,5,Tennessee Titans,1,9,1,Field Goal,4th & 13 at KC 31,02:00 2nd,"— R.Succop 49 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern."
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,1,0,Kickoff from TEN 35,,Kickoff,— R.Succop kicks 66 yards from TEN 35 to KC -1. C.West to KC 21 for 22 yards (D.Searcy).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,2,0,-8 Yard Sack,1st & 10 at KC 21,01:48 2nd Shotgun,— A.Smith sacked at KC 13 for -8 yards (sack split by W.Woodyard and B.Orakpo).
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,3,0,Timeout,,01:40 2nd,— Timeout #1 by TEN at 01:40.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,4,0,12 Yard Pass,2nd & 18 at KC 13,01:40 2nd Shotgun,— A.Smith pass short middle to T.Kelce to KC 25 for 12 yards (J.Brown). KC-T.Kelce was injured during the play.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,5,0,Timeout,,01:25 2nd,— Timeout #1 by KC at 01:25.
2017,Wild Card,SAT,01/06,Titans,Chiefs,2nd Quarter,6,Kansas City Chiefs,1,6,0,13 Yard Pass,3rd & 6 at KC 25,01:25 2nd Shotgun,— A.Smith pass short middle to D.Robinson to KC 38 for 13 yards (T.Smith).
