Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,1,0,Kickoff from JAC 35,,Kickoff,"— J.Lambo kicks 65 yards from JAC 35 to end zone, Touchback. Patriots 14th conference title game appearance, ties Dallas for 3rd all-time (Pittsburgh 16 & SF 15). Patriots 7th-straight conference title game appearance, extends NFL record. NE Belichick 12th conference championship game & 38th postseason game as a head coach, extends NFL records."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,2,0,5 Yard Pass,1st & 10 at NE 25,15:00 1st Shotgun,"— T.Brady pass short right to D.Lewis to NE 30 for 5 yards (T.Smith). NE 12-Brady 36th career postseason game, extends his NFL record. NE 12-Brady 36th career postseason QB start, extends his NFL record."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,3,0,31 Yard Pass,2nd & 5 at NE 30,14:18 1st Shotgun,— T.Brady pass deep right to B.Cooks to JAC 39 for 31 yards (T.Smith).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,4,0,1 Yard Run,1st & 10 at JAC 39,"13:47 1st No Huddle, Shotgun",— T.Brady scrambles right end ran ob at JAC 38 for 1 yard.
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,5,0,5 Yard Run,2nd & 9 at JAC 38,13:10 1st,— R.Burkhead left end to JAC 33 for 5 yards (M.Jack). reverse
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,6,0,3 Yard Pass,3rd & 4 at JAC 33,12:33 1st Shotgun,— T.Brady pass short right to C.Hogan to JAC 30 for 3 yards (J.Ramsey).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,7,0,Timeout,,11:49 1st,— Timeout #1 by NE at 11:49.
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,8,0,20 Yard Pass,4th & 1 at JAC 30,11:49 1st Shotgun,— T.Brady pass deep left to D.Amendola ran ob at JAC 10 for 20 yards.
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,9,0,-2 Yard Pass,1st & 10 at JAC 10,11:21 1st Shotgun,— T.Brady pass short left to D.Lewis to JAC 12 for -2 yards (B.Church).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,10,0,0 Yard Pass,2nd & 12 at JAC 12,10:46 1st Shotgun,— T.Brady pass short left to D.Lewis to JAC 12 for no gain (T.Smith).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,11,0,-1 Yard Sack,3rd & 12 at JAC 12,10:02 1st Shotgun,— T.Brady sacked at JAC 13 for -1 yards (D.Fowler).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,1,New England Patriots,1,12,1,Field Goal,4th & 13 at JAC 13,09:25 1st,"— S.Gostkowski 31 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen. NE 3-Gostkowski 24th consecutive postseason game with a point, ties Akers for 2nd all-time (Vinatieri 30). NE 3-Gostkowski 32nd career postseason FG, tied for 3rd all-time (Gary Anderson)."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,1,0,Kickoff from NE 35,,Kickoff,— S.Gostkowski kicks 64 yards from NE 35 to JAC 1. C.Grant to JAC 26 for 25 yards (G.Grissom).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,2,0,2 Yard Run,1st & 10 at JAC 26,09:14 1st,"— L.Fournette left tackle to JAC 28 for 2 yards (R.Jean Francois, K.Van Noy)."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,3,0,8 Yard Pass,2nd & 8 at JAC 28,08:35 1st,— B.Bortles pass short right to L.Fournette to JAC 36 for 8 yards (M.Butler).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,4,0,3 Yard Run,1st & 10 at JAC 36,07:48 1st,"— L.Fournette left tackle to JAC 39 for 3 yards (T.Flowers, P.Chung)."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,5,0,5 Yard Pass,2nd & 7 at JAC 39,07:11 1st,— B.Bortles pass short right to L.Fournette pushed ob at JAC 44 for 5 yards (T.Flowers).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,6,0,3 Yard Pass,3rd & 2 at JAC 44,06:31 1st Shotgun,— B.Bortles pass short right to A.Hurns pushed ob at JAC 47 for 3 yards (J.Harrison).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,7,0,2 Yard Run,1st & 10 at JAC 47,06:01 1st,"— T.Yeldon left tackle to JAC 49 for 2 yards (R.Jean Francois, P.Chung)."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,8,0,Pass Incomplete,2nd & 8 at JAC 49,05:20 1st Shotgun,— B.Bortles pass incomplete deep left to T.Yeldon (K.Van Noy) [T.Flowers].
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,9,0,Pass Incomplete,3rd & 8 at JAC 49,05:14 1st Shotgun,— B.Bortles pass incomplete short left to M.Lee (M.Butler).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,2,Jacksonville Jaguars,0,10,0,Punt,4th & 8 at JAC 49,05:09 1st,"— B.Nortman punts 37 yards to NE 14, Center-C.Holba, fair catch by D.Amendola."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,3,New England Patriots,0,1,0,11 Yard Pass,1st & 10 at NE 14,05:01 1st,— T.Brady pass short left to B.Cooks pushed ob at NE 25 for 11 yards (A.Bouye).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,3,New England Patriots,0,2,0,4 Yard Run,1st & 10 at NE 25,04:40 1st Shotgun,— D.Lewis up the middle to NE 29 for 4 yards (A.Jones).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,3,New England Patriots,0,3,0,3 Yard Run,2nd & 6 at NE 29,04:13 1st,— D.Amendola right end to NE 32 for 3 yards (T.Smith).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,3,New England Patriots,0,4,0,2 Yard Run,3rd & 3 at NE 32,03:37 1st Shotgun,— J.White left tackle to NE 34 for 2 yards (A.Bouye).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,1st Quarter,3,New England Patriots,0,5,0,Punt,4th & 1 at NE 34,02:58 1st,"— R.Allen punts 42 yards to JAC 24, Center-J.Cardona, out of bounds."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,1,0,20 Yard Pass,1st & 10 at JAC 24,02:51 1st Shotgun,— B.Bortles pass short left to C.Grant to JAC 44 for 20 yards (D.Harmon).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,2,0,7 Yard Pass,1st & 10 at JAC 44,02:10 1st Shotgun,— B.Bortles pass short left to M.Lee to NE 49 for 7 yards (E.Roberts).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,3,0,6 Yard Run,2nd & 3 at NE 49,01:36 1st Shotgun,"— L.Fournette up the middle to NE 43 for 6 yards (E.Roberts, L.Guy)."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,4,0,4 Yard Run,1st & 10 at NE 43,01:01 1st,— L.Fournette up the middle to NE 39 for 4 yards (J.Harrison).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,5,0,11 Yard Pass,2nd & 6 at NE 39,00:23 1st,— B.Bortles pass short right to K.Cole to NE 28 for 11 yards (S.Gilmore).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,6,0,24 Yard Pass,1st & 10 at NE 28,15:00 2nd,— B.Bortles pass short right to C.Grant pushed ob at NE 4 for 24 yards (D.McCourty).
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,7,1,Touchdown,1st & 4 at NE 4,14:22 2nd Shotgun,"— B.Bortles pass short right to M.Lewis for 4 yards, TOUCHDOWN."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,1,Jacksonville Jaguars,1,8,1,Extra Point,,14:15 2nd,"— J.Lambo extra point is GOOD, Center-C.Holba, Holder-B.Nortman."
2017,Conference Championships,SUN,01/21,Jaguars,Patriots,2nd Quarter,2,New England Patriots,0,1,0,Kickoff from JAC 35,,Kickoff,— J.Lambo kicks 63 yards from JAC 35 to NE 2. D.Lewis to NE 25 for 23 yards (C.Grant).
