Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,1,0,Kickoff from NE 35,,Kickoff,"— C.Ryland kicks 65 yards from NE 35 to end zone, Touchback."
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,2,0,8 Yard Pass,1st & 10 at HOU 25,15:00 1st,— C.Stroud pass short left to N.Collins pushed ob at HOU 33 for 8 yards (C.Gonzalez).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,3,0,1 Yard Run,2nd & 2 at HOU 33,14:32 1st,— D.Singletary left guard to HOU 34 for 1 yard (K.White; Ca.Davis).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,4,0,2 Yard Run,3rd & 1 at HOU 34,13:54 1st,— D.Singletary left guard to HOU 36 for 2 yards (J.Bledsoe).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,5,0,-15 Yard Sack,1st & 10 at HOU 36,13:17 1st,— C.Stroud sacked at HOU 21 for -15 yards (D.Ekuale).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,6,0,4 Yard Run,2nd & 25 at HOU 21,12:33 1st Shotgun,— C.Stroud scrambles left end ran ob at HOU 25 for 4 yards (Ja.Tavai).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,1,Houston Texans,0,7,0,Interception,3rd & 21 at HOU 25,11:51 1st Shotgun,— C.Stroud pass short right intended for N.Dell INTERCEPTED by J.Mills at HOU 37. J.Mills to HOU 24 for 13 yards (A.Deculus).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,2,New England Patriots,1,1,0,0 Yard Run,1st & 10 at HOU 24,11:36 1st,"— P.Strong up the middle to HOU 24 for no gain (S.Nelson, D.Perryman)."
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,2,New England Patriots,1,2,0,6 Yard Pass,2nd & 10 at HOU 24,11:05 1st,— B.Zappe pass short right to P.Strong to HOU 18 for 6 yards (C.Harris).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,2,New England Patriots,1,3,0,-7 Yard Sack,3rd & 4 at HOU 18,10:28 1st Shotgun,— B.Zappe sacked at HOU 25 for -7 yards (D.Perryman).
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,2,New England Patriots,1,4,1,Field Goal,4th & 11 at HOU 25,09:48 1st,"— N.Folk 44 yard field goal is GOOD, Center-J.Cardona, Holder-B.Baringer."
2023,Preseason Week 1,THU,08/10,Texans,Patriots,1st Quarter,3,Houston Texans,0,1,0,Kickoff from NE 35,,Kickoff,— C.Ryland kicks 68 yards from NE 35 to HOU -3. S.Sims to HOU 18 for 21 yards (C.Munson).
