Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,1,0,Kickoff from HOU 35,,Kickoff,"— K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback."
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,2,0,11 Yard Pass,1st & 10 at CLE 25,15:00 1st,— J.Flacco pass short middle to J.Ford to CLE 36 for 11 yards (D.Houston-Carson). HOU-S.Rankins was injured during the play.
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,3,0,5 Yard Pass,1st & 10 at CLE 36,14:37 1st Shotgun,"— J.Flacco pass short left to Dav.Bell to CLE 41 for 5 yards (D.Perryman, D.King)."
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,4,0,-4 Yard Run,2nd & 5 at CLE 41,13:59 1st Shotgun,— J.Ford right end to CLE 37 for -4 yards (D.Perryman).
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,5,0,-6 Yard Pass,3rd & 9 at CLE 37,13:17 1st Shotgun,"— J.Flacco pass short right to K.Hunt to CLE 31 for -6 yards (D.Stingley, K.Davis)."
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,1,Cleveland Browns,0,6,0,Punt,4th & 15 at CLE 31,12:32 1st,"— C.Bojorquez punts 52 yards to HOU 17, Center-C.Hughlett, fair catch by D.King."
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,2,Houston Texans,0,1,0,3 Yard Pass,1st & 10 at HOU 17,12:25 1st Shotgun,— C.Stroud pass short right to D.Singletary pushed ob at HOU 20 for 3 yards (J.Owusu-Koramoah).
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,2,Houston Texans,0,2,0,21 Yard Pass,2nd & 7 at HOU 20,11:51 1st,— C.Stroud pass short left to N.Collins pushed ob at HOU 41 for 21 yards (J.Thornhill) [Z.Smith].
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,2,Houston Texans,0,3,0,Pass Incomplete,1st & 10 at HOU 41,11:08 1st Shotgun,— C.Stroud pass incomplete deep right to D.Schultz.
2023,Wild Card,SAT,01/13,Browns,Texans,1st Quarter,2,Houston Texans,0,4,0,2 Yard Run,2nd & 10 at HOU 41,11:03 1st,"— D.Singletary left tackle to HOU 43 for 2 yards (M.Garrett, Da.Bell)."
