Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,1,0,Kickoff from NO 35,,Kickoff,"— B.Grupe kicks 65 yards from NO 35 to end zone, Touchback."
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,2,0,0 Yard Run,1st & 10 at JAX 25,15:00 1st Shotgun,— T.Etienne left tackle to JAX 25 for no gain (D.Davis).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,3,0,21 Yard Pass,2nd & 10 at JAX 25,14:26 1st Shotgun,— T.Lawrence pass short left to E.Engram to JAX 46 for 21 yards (M.Lattimore; M.Maye).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,4,0,15 Yard Pass,1st & 10 at JAX 46,13:45 1st Shotgun,— T.Lawrence pass short right to T.Etienne to NO 39 for 15 yards (D.Davis).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,5,0,4 Yard Run,1st & 10 at NO 39,13:07 1st Shotgun,— T.Etienne right tackle to NO 35 for 4 yards (M.Roach).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,6,0,9 Yard Run,2nd & 6 at NO 35,12:28 1st Shotgun,— T.Lawrence scrambles up the middle to NO 26 for 9 yards (A.Taylor). NO-A.Taylor was injured during the play. His return is Probable.
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,7,0,Pass Incomplete,1st & 10 at NO 26,11:51 1st Shotgun,— T.Lawrence pass incomplete short left to E.Engram.
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,8,0,3 Yard Pass,2nd & 10 at NO 26,11:47 1st Shotgun,— T.Lawrence pass short left to E.Engram to NO 23 for 3 yards (C.Granderson).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,9,0,7 Yard Pass,3rd & 7 at NO 23,11:05 1st Shotgun,"— T.Lawrence pass short right to C.Kirk to NO 16 for 7 yards (U.Amadi, M.Maye)."
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,10,0,14 Yard Pass,1st & 10 at NO 16,10:27 1st Shotgun,— T.Lawrence pass short middle to J.Agnew to NO 2 for 14 yards (P.Adebo).
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,11,1,Touchdown,1st & 2 at NO 2,09:48 1st Shotgun,"— T.Etienne left guard for 2 yards, TOUCHDOWN."
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,1,Jacksonville Jaguars,1,12,1,Extra Point,,09:44 1st,"— B.McManus extra point is GOOD, Center-R.Matiscik, Holder-L.Cooke."
2023,Week 7,THU,10/19,Jaguars,Saints,1st Quarter,2,New Orleans Saints,0,1,0,Kickoff from JAX 35,,Kickoff,"— B.McManus kicks 65 yards from JAX 35 to end zone, Touchback."
