Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,1,Houston Texans,0,1,0,Kickoff from BAL 35,,Kickoff,"— J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback."
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,1,Houston Texans,0,2,0,0 Yard Run,1st & 10 at HOU 25,15:00 1st Shotgun,— D.Singletary left guard to HOU 25 for no gain (J.Clowney; M.Harrison).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,1,Houston Texans,0,3,0,Pass Incomplete,2nd & 10 at HOU 25,14:25 1st Shotgun,— C.Stroud pass incomplete short right to N.Collins (R.Darby).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,1,Houston Texans,0,4,0,7 Yard Run,3rd & 10 at HOU 25,14:21 1st Shotgun,— C.Stroud scrambles up the middle to HOU 32 for 7 yards (G.Stone; R.Smith).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,1,Houston Texans,0,5,0,Punt,4th & 3 at HOU 32,13:40 1st,"— C.Johnston punts 54 yards to BAL 14, Center-J.Weeks. D.Duvernay to BAL 25 for 11 yards (D.Ross; N.Hewitt)."
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,1,0,4 Yard Run,1st & 10 at BAL 25,13:31 1st Shotgun,— L.Jackson right guard to BAL 29 for 4 yards (C.Harris).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,2,0,8 Yard Pass,2nd & 6 at BAL 29,12:52 1st Shotgun,— L.Jackson pass short middle to Z.Flowers to BAL 37 for 8 yards (J.Pitre).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,3,0,1 Yard Run,1st & 10 at BAL 37,12:14 1st,— J.Hill right end to BAL 38 for 1 yard (S.Rankins).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,4,0,9 Yard Run,2nd & 9 at BAL 38,11:34 1st Shotgun,— L.Jackson scrambles right end pushed ob at BAL 47 for 9 yards (S.Nelson).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,5,0,12 Yard Pass,1st & 10 at BAL 47,10:53 1st Shotgun,— L.Jackson pass short middle to O.Beckham to HOU 41 for 12 yards (C.Harris).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,6,0,-2 Yard Run,1st & 10 at HOU 41,10:13 1st Shotgun,— L.Jackson right end to HOU 43 for -2 yards (C.Harris).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,7,0,Pass Incomplete,2nd & 12 at HOU 43,09:29 1st Shotgun,— L.Jackson pass incomplete short right to G.Edwards.
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,8,0,9 Yard Pass,3rd & 12 at HOU 43,09:24 1st Shotgun,— L.Jackson pass short right to R.Bateman to HOU 34 for 9 yards (S.Nelson) [W.Anderson].
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,2,Baltimore Ravens,1,9,1,Field Goal,4th & 3 at HOU 34,08:40 1st,"— J.Tucker 53 yard field goal is GOOD, Center-T.Ott, Holder-J.Stout."
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,3,Houston Texans,0,1,0,Kickoff from BAL 35,,Kickoff,"— J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback."
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,3,Houston Texans,0,2,0,11 Yard Pass,1st & 10 at HOU 25,08:36 1st,— C.Stroud pass short left to D.Singletary pushed ob at HOU 36 for 11 yards (P.Queen).
2023,Divisional Playoffs,SAT,01/20,Texans,Ravens,1st Quarter,3,Houston Texans,0,3,0,-1 Yard Run,1st & 10 at HOU 36,07:56 1st,"— D.Singletary left tackle to HOU 35 for -1 yards (J.Madubuike, B.Washington)."
