Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,1,0,Kickoff,"J.Elliott kicks 60 yards from PHI 35 to DAL 5. K.Turpin pushed ob at DAL 32 for 27 yards (K.Granson). PHI-B.VanSumeren was injured during the play. 
PENALTY on PHI-J.Carter, Disqualification, 15 yards, enforced at DAL 32.",Kickoff from PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,2,0,7 Yard Run,(14:54) J.Williams left tackle to PHI 46 for 7 yards (C.DeJean).,1st & 10 at DAL 47
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,3,0,4 Yard Run,(14:22) (Shotgun) K.Turpin right end to PHI 42 for 4 yards (C.DeJean; Z.Baun).,2nd & 3 at PHI 46
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,4,0,6 Yard Pass,(13:47) (Shotgun) D.Prescott pass short right to G.Pickens to PHI 36 for 6 yards (Q.Mitchell).,1st & 10 at PHI 42
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,5,0,3 Yard Run,(13:04) J.Williams up the middle to PHI 33 for 3 yards (A.Mukuba).,2nd & 4 at PHI 36
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,6,0,32 Yard Pass,(12:22) D.Prescott pass deep right to C.Lamb to PHI 1 for 32 yards (A.Jackson).,3rd & 1 at PHI 33
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,7,0,Penalty,"(11:56) (No Huddle, Shotgun) D.Prescott pass incomplete short right to C.Lamb.
PENALTY on PHI-A.Jackson, Defensive Pass Interference, 0 yards, enforced at PHI 1 - No Play.",1st & 1 at PHI 1
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,8,0,Touchdown Cowboys,"(11:52) J.Williams left guard for 1 yard, TOUCHDOWN.",1st & 1 at PHI 1
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,1,DAL,1,9,1,Extra Point Good,"B.Aubrey extra point is GOOD, Center-T.Sieg, Holder-B.Anger.",XP attempt from PHI 15
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,1,0,Kickoff,"B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35.
PENALTY on PHI-M.Epps, Illegal Motion, 5 yards, enforced at PHI 35.",Kickoff from DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,2,0,8 Yard Pass,(11:49) (Shotgun) J.Hurts pass short left to D.Goedert pushed ob at PHI 38 for 8 yards (K.Murray).,1st & 10 at PHI 30
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,3,0,3 Yard Run,(11:18) (Shotgun) S.Barkley right guard to PHI 41 for 3 yards (K.Clark).,2nd & 2 at PHI 38
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,4,0,7 Yard Run,(10:40) J.Hurts scrambles right tackle to PHI 48 for 7 yards (J.Sanborn).,1st & 10 at PHI 41
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,5,0,16 Yard Run,(9:56) S.Barkley left end to DAL 36 for 16 yards (D.Clark; D.Bland).,2nd & 3 at PHI 48
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,6,0,6 Yard Pass,(9:09) (Shotgun) J.Hurts pass short middle to D.Goedert to DAL 30 for 6 yards (M.Hooker).,1st & 10 at DAL 36
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,7,0,5 Yard Run,"(8:37) (No Huddle, Shotgun) W.Shipley right guard to DAL 25 for 5 yards (D.Clark; K.Murray).",2nd & 4 at DAL 30
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,8,0,20 Yard Run,"(8:08) (No Huddle, Shotgun) W.Shipley left end to DAL 5 for 20 yards (M.Hooker; J.Sanborn).",1st & 10 at DAL 25
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,9,0,2 Yard Run,(7:23) S.Barkley left tackle to DAL 3 for 2 yards (D.Ezeiruaku).,1st & 5 at DAL 5
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,10,0,-1 Yard Run,"(6:41) S.Barkley up the middle to DAL 4 for -1 yards (S.Thomas, K.Murray).",2nd & 3 at DAL 3
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,11,0,Touchdown Eagles,"(6:01) (Shotgun) J.Hurts scrambles right end for 4 yards, TOUCHDOWN.",3rd & 4 at DAL 4
2025,Week 1,THU,09/04,Cowboys,Eagles,1ST QUARTER,2,PHI,1,12,1,Extra Point Good,"J.Elliott extra point is GOOD, Center-C.Hughlett, Holder-B.Mann.",XP attempt from DAL 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,1,0,Kickoff,"J.Elliott kicks 63 yards from PHI 35 to DAL 2. K.Turpin to DAL 24 for 22 yards (J.Uche; J.Trotter).
PENALTY on DAL-M.Liufau, Unnecessary Roughness, 12 yards, enforced at DAL 24.
Penalty on DAL-M.Bell, Unnecessary Roughness, declined.",Kickoff from PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,2,0,3 Yard Run,(5:48) (Shotgun) J.Williams left guard to DAL 15 for 3 yards (M.Ojomo; Z.Baun).,1st & 10 at DAL 12
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,3,0,18 Yard Pass,(5:07) (Shotgun) D.Prescott pass short left to C.Lamb to DAL 33 for 18 yards (R.Blankenship) [M.Ojomo].,2nd & 7 at DAL 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,4,0,5 Yard Run,(4:25) J.Williams right guard to DAL 38 for 5 yards (J.Hunt; C.DeJean).,1st & 10 at DAL 33
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,5,0,3 Yard Run,(3:45) J.Williams left end to DAL 41 for 3 yards (A.Mukuba; J.Campbell).,2nd & 5 at DAL 38
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,6,0,26 Yard Pass,(3:01) (Shotgun) D.Prescott pass short left to C.Lamb to PHI 33 for 26 yards (A.Jackson).,3rd & 2 at DAL 41
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,7,0,-10 Yard Penalty,"(2:14) (No Huddle, Shotgun) D.Prescott pass short left to M.Sanders to PHI 29 for 4 yards (R.Blankenship).
PENALTY on DAL-T.Smith, Offensive Holding, 10 yards, enforced at PHI 33 - No Play.",1st & 10 at PHI 33
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,8,0,-3 Yard Pass,(1:45) (Shotgun) D.Prescott pass short right to M.Sanders to PHI 46 for -3 yards (Z.Baun).,1st & 20 at PHI 43
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,9,0,34 Yard Penalty,"(:58) (Shotgun) D.Prescott pass incomplete deep right to G.Pickens (Q.Mitchell).
PENALTY on PHI-Q.Mitchell, Defensive Pass Interference, 34 yards, enforced at PHI 46 - No Play.",2nd & 23 at PHI 46
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,10,0,Pass Incomplete,(:51) D.Prescott pass incomplete short left to J.Tolbert.,1st & 10 at PHI 12
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,11,0,11 Yard Run,(:46) (Shotgun) J.Williams up the middle to PHI 1 for 11 yards (R.Blankenship).,2nd & 10 at PHI 12
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,12,0,Touchdown Cowboys,"(15:00) (Shotgun) J.Williams up the middle for 1 yard, TOUCHDOWN.",1st & 1 at PHI 1
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,1,DAL,1,13,1,Extra Point Good,"B.Aubrey extra point is GOOD, Center-T.Sieg, Holder-B.Anger.",XP attempt from PHI 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,1,0,Kickoff,"B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35.",Kickoff from DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,2,0,6 Yard Run,(14:56) (Shotgun) S.Barkley right end to PHI 41 for 6 yards (O.Odighizuwa; M.Hooker).,1st & 10 at PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,3,0,6 Yard Pass,(14:12) (Shotgun) J.Hurts pass short right to D.Smith to PHI 47 for 6 yards (K.Murray).,2nd & 4 at PHI 41
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,4,0,4 Yard Run,(13:29) (Shotgun) S.Barkley right guard to DAL 49 for 4 yards (M.Hooker; S.Williams).,1st & 10 at PHI 47
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,5,0,3 Yard Pass,(12:48) (Shotgun) J.Hurts pass short right to D.Goedert to DAL 46 for 3 yards (K.Murray).,2nd & 6 at DAL 49
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,6,0,7 Yard Pass,(12:01) (Shotgun) J.Hurts pass short middle to D.Goedert to DAL 39 for 7 yards (M.Hooker).,3rd & 3 at DAL 46
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,7,0,1 Yard Pass,(11:19) J.Hurts pass short right to K.Granson ran ob at DAL 38 for 1 yard.,1st & 10 at DAL 39
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,8,0,9 Yard Run,(10:38) (Shotgun) J.Hurts scrambles left end to DAL 29 for 9 yards (K.Elam).,2nd & 9 at DAL 38
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,9,0,4 Yard Run,(9:52) S.Barkley right end to DAL 25 for 4 yards (M.Kneeland).,1st & 10 at DAL 29
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,10,0,1 Yard Run,(9:11) W.Shipley left guard to DAL 24 for 1 yard (O.Odighizuwa).,2nd & 6 at DAL 25
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,11,0,15 Yard Run,(8:27) (Shotgun) J.Hurts scrambles right tackle to DAL 9 for 15 yards (M.Hooker).,3rd & 5 at DAL 24
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,12,0,1 Yard Run,(7:42) (Shotgun) S.Barkley up the middle to DAL 8 for 1 yard (S.Thomas).,1st & 9 at DAL 9
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,13,0,Touchdown Eagles,"(6:58) (Shotgun) J.Hurts scrambles left end for 8 yards, TOUCHDOWN.",2nd & 8 at DAL 8
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,2,PHI,1,14,1,Extra Point Good,"J.Elliott extra point is GOOD, Center-C.Hughlett, Holder-B.Mann.",XP attempt from DAL 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,1,0,Kickoff,J.Elliott kicks 57 yards from PHI 35 to DAL 8. K.Turpin to DAL 31 for 23 yards (S.Brown).,Kickoff from PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,2,0,3 Yard Pass,(6:41) D.Prescott pass short left to J.Ferguson to DAL 34 for 3 yards (R.Blankenship).,1st & 10 at DAL 31
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,3,0,16 Yard Pass,(6:03) (Shotgun) D.Prescott pass short left to K.Turpin pushed ob at 50 for 16 yards (A.Jackson).,2nd & 7 at DAL 34
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,4,0,Run for No Gain,"(5:26) M.Sanders right end to 50 for no gain (N.Smith).
PENALTY on PHI-N.Smith, Taunting, 15 yards, enforced at 50.",1st & 10 at 50
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,5,0,3 Yard Run,(5:03) D.Prescott scrambles left end to PHI 32 for 3 yards (Z.Baun).,1st & 10 at PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,6,0,5 Yard Run,(4:14) (Shotgun) K.Turpin left tackle to PHI 27 for 5 yards (N.Smith; A.Jackson).,2nd & 7 at PHI 32
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,7,0,4 Yard Run,(3:33) (Shotgun) J.Williams up the middle to PHI 23 for 4 yards (Z.Baun).,3rd & 2 at PHI 27
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,8,0,Pass Incomplete,"(2:54) (No Huddle, Shotgun) D.Prescott pass incomplete short left to C.Lamb.",1st & 10 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,9,0,Pass Incomplete,(2:49) (Shotgun) D.Prescott pass incomplete short left to C.Lamb (A.Jackson).,2nd & 10 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,10,0,Pass Incomplete,(2:43) (Shotgun) D.Prescott pass incomplete deep left to G.Pickens.,3rd & 10 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,3,DAL,1,11,1,Field Goal,"(2:38) B.Aubrey 41 yard field goal is GOOD, Center-T.Sieg, Holder-B.Anger.",4th & 10 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,1,0,Kickoff,"B.Aubrey kicks 61 yards from DAL 35 to PHI 4. W.Shipley MUFFS catch, and recovers at PHI 7. W.Shipley to PHI 19 for 12 yards (M.Liufau).",Kickoff from DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,2,0,4 Yard Run,(2:29) (Shotgun) S.Barkley left end to PHI 23 for 4 yards (S.Williams).,1st & 10 at PHI 19
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,3,0,Pass Incomplete,(2:00) (Shotgun) J.Hurts pass incomplete short left [S.Williams].,2nd & 6 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,4,0,51 Yard Pass,(1:53) (Shotgun) J.Hurts pass deep middle to J.Dotson to DAL 26 for 51 yards (K.Elam).,3rd & 6 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,5,0,Pass Incomplete,"(1:20) (No Huddle, Shotgun) J.Hurts pass incomplete short left to S.Barkley.",1st & 10 at DAL 26
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,6,0,8 Yard Pass,(1:16) (Shotgun) J.Hurts pass short right to S.Barkley pushed ob at DAL 18 for 8 yards (K.Elam; K.Murray).,2nd & 10 at DAL 26
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,7,0,3 Yard Pass,(1:09) (Shotgun) J.Hurts pass short left to S.Barkley ran ob at DAL 15 for 3 yards.,3rd & 2 at DAL 18
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,8,0,5 Yard Run,(1:04) (Shotgun) J.Hurts scrambles right tackle ran ob at DAL 10 for 5 yards (D.Clark).,1st & 10 at DAL 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,9,0,Touchdown Eagles,"(:56) (Shotgun) S.Barkley right guard for 10 yards, TOUCHDOWN.",2nd & 5 at DAL 10
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,4,PHI,1,10,1,Extra Point Good,"J.Elliott extra point is GOOD, Center-C.Hughlett, Holder-B.Mann.",XP attempt from DAL 15
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,1,0,Kickoff,"J.Elliott kicks 58 yards from PHI 35 to DAL 7. K.Turpin MUFFS catch, and recovers at DAL 3. K.Turpin to DAL 12 for 9 yards (S.Brown; J.Trotter).",Kickoff from PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,2,0,9 Yard Penalty,"(:44) (Shotgun) D.Prescott pass incomplete short right to C.Lamb.
PENALTY on PHI-J.Bennett, Defensive Pass Interference, 9 yards, enforced at DAL 12 - No Play.",1st & 10 at DAL 12
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,3,0,20 Yard Pass,"(:40) (Shotgun) D.Prescott pass short right to J.Ferguson to DAL 26 for 5 yards (J.Bennett).
PENALTY on PHI-N.Smith, Roughing the Passer, 15 yards, enforced at DAL 26.",1st & 10 at DAL 21
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,4,0,5 Yard Pass,"(:34) (No Huddle, Shotgun) D.Prescott pass short right to J.Ferguson to DAL 46 for 5 yards (J.Bennett).",1st & 10 at DAL 41
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,5,0,Pass for No Gain,(:27) (Shotgun) D.Prescott pass short left to J.Tolbert pushed ob at DAL 46 for no gain (C.DeJean).,2nd & 5 at DAL 46
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,6,0,9 Yard Pass,(:20) (Shotgun) D.Prescott pass short right to G.Pickens to PHI 45 for 9 yards (Q.Mitchell).,3rd & 5 at DAL 46
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,7,0,10 Yard Pass,(:15) (Shotgun) D.Prescott pass short right to C.Lamb to PHI 35 for 10 yards (J.Bennett).,1st & 10 at PHI 45
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,8,0,Pass Incomplete,(:04) (No Huddle) D.Prescott spiked the ball to stop the clock.,1st & 10 at PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,2ND QUARTER,5,DAL,1,9,1,Field Goal,"(:03) B.Aubrey 53 yard field goal is GOOD, Center-T.Sieg, Holder-B.Anger.",2nd & 10 at PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,1,0,Kickoff,B.Aubrey kicks 57 yards from DAL 35 to PHI 8. J.Metchie pushed ob at PHI 28 for 20 yards (D.Clark).,Kickoff from DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,2,0,5 Yard Pass,(14:55) (Shotgun) J.Hurts pass short middle to D.Goedert to PHI 33 for 5 yards (J.Sanborn; K.Clark).,1st & 10 at PHI 28
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,3,0,6 Yard Pass,(14:12) (Shotgun) J.Hurts pass short left to D.Goedert to PHI 39 for 6 yards (M.Liufau).,2nd & 5 at PHI 33
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,4,0,3 Yard Pass,"(13:39) (No Huddle, Shotgun) J.Hurts pass short right to D.Smith to PHI 42 for 3 yards (K.Elam).",1st & 10 at PHI 39
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,5,0,12 Yard Run,(12:55) (Shotgun) S.Barkley left tackle to DAL 46 for 12 yards (M.Hooker; J.Toia).,2nd & 7 at PHI 42
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,6,0,9 Yard Run,(12:12) (Shotgun) A.Dillon left tackle to DAL 37 for 9 yards (M.Liufau).,1st & 10 at DAL 46
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,7,0,1 Yard Run,(11:26) (Shotgun) A.Dillon right guard to DAL 36 for 1 yard (S.Thomas).,2nd & 1 at DAL 37
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,8,0,Run for No Gain,(10:47) (Shotgun) A.Dillon up the middle to DAL 36 for no gain (D.Wilson; K.Clark).,1st & 10 at DAL 36
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,9,0,-8 Yard Sack,(10:02) (Shotgun) J.Hurts sacked at DAL 44 for -8 yards (M.Kneeland).,2nd & 10 at DAL 36
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,10,0,4 Yard Pass,(9:16) (Shotgun) J.Hurts pass short right to J.Dotson to DAL 40 for 4 yards (D.Clark) [D.Fowler].,3rd & 18 at DAL 44
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,1,PHI,1,11,1,Field Goal,"(8:35) J.Elliott 58 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Mann.",4th & 14 at DAL 40
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,1,0,Kickoff,J.Elliott kicks 56 yards from PHI 35 to DAL 9. J.Tolbert to DAL 29 for 20 yards (J.Metchie).,Kickoff from PHI 35
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,2,0,6 Yard Run,(8:22) J.Williams left guard to DAL 35 for 6 yards (C.DeJean).,1st & 10 at DAL 29
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,3,0,3 Yard Run,(7:48) J.Williams up the middle to DAL 38 for 3 yards (J.Davis).,2nd & 4 at DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,4,0,2 Yard Run,(7:07) J.Williams left end to DAL 40 for 2 yards (Z.Baun; J.Hunt).,3rd & 1 at DAL 38
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,5,0,Pass Incomplete,(6:27) (Shotgun) D.Prescott pass incomplete deep middle to B.Spann-Ford (J.Campbell). PHI-S.Brown was injured during the play.,1st & 10 at DAL 40
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,6,0,49 Yard Run,(6:21) (Shotgun) M.Sanders left end to PHI 11 for 49 yards (Z.Baun).,2nd & 10 at DAL 40
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,7,0,-12 Yard Run,"(5:33) (Shotgun) M.Sanders left guard to PHI 8 for 3 yards (J.Davis).
PENALTY on DAL-G.Pickens, Unnecessary Roughness, 15 yards, enforced at PHI 8.",1st & 10 at PHI 11
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,8,0,Pass Incomplete,(5:07) (Shotgun) D.Prescott pass incomplete deep middle to J.Ferguson (Z.Baun).,1st & 22 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,9,0,Pass Incomplete,(5:02) (Shotgun) D.Prescott pass incomplete short left to J.Williams (J.Davis).,2nd & 22 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,10,0,12 Yard Penalty,"(4:58) (Shotgun) D.Prescott pass incomplete deep middle to J.Ferguson (R.Blankenship). ** Injury Update: PHI-S.Brown has returned to the game. 
PENALTY on PHI-R.Blankenship, Unnecessary Roughness, 12 yards, enforced at PHI 23 - No Play.",3rd & 22 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,2,DAL,0,11,0,Fumble,"(4:52) M.Sanders left guard to PHI 10 for 1 yard (J.Campbell; B.Young). FUMBLES (J.Campbell), RECOVERED by PHI-Q.Mitchell at PHI 10. Q.Mitchell to PHI 16 for 6 yards (D.Prescott).",1st & 10 at PHI 11
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,3,PHI,0,1,0,-1 Yard Run,"(4:44) (Shotgun) S.Barkley left guard to PHI 15 for -1 yards (J.Sanborn, O.Odighizuwa).",1st & 10 at PHI 16
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,3,PHI,0,2,0,Pass Incomplete,(4:02) (Shotgun) J.Hurts pass incomplete short left [O.Odighizuwa].,2nd & 11 at PHI 15
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,3,PHI,0,3,0,8 Yard Run,(3:56) (Shotgun) J.Hurts scrambles right end to PHI 23 for 8 yards (K.Murray).,3rd & 11 at PHI 15
2025,Week 1,THU,09/04,Cowboys,Eagles,3RD QUARTER,3,PHI,0,4,0,Punt,"(3:18) B.Mann punts 51 yards to DAL 26, Center-C.Hughlett, fair catch by K.Turpin.",4th & 3 at PHI 23
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,1,0,4 Yard Run,(3:10) (Shotgun) J.Williams right guard to DAL 30 for 4 yards (J.Davis; N.Smith).,1st & 10 at DAL 26
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,2,0,5 Yard Pass,(2:29) D.Prescott pass short left to J.Ferguson to DAL 35 for 5 yards (A.Mukuba).,2nd & 6 at DAL 30
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,3,0,14 Yard Pass,(1:46) (Shotgun) D.Prescott pass short middle to C.Lamb to DAL 49 for 14 yards (A.Jackson).,3rd & 1 at DAL 35
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,4,0,3 Yard Run,(1:07) J.Williams up the middle to PHI 48 for 3 yards (J.Davis; N.Smith).,1st & 10 at DAL 49
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,5,0,-3 Yard Pass,(:27) (Shotgun) D.Prescott pass short left to C.Lamb to DAL 49 for -3 yards (J.Davis).,2nd & 7 at PHI 48
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,6,0,Pass Incomplete,(15:00) (Shotgun) D.Prescott pass incomplete short middle to C.Lamb.,3rd & 10 at DAL 49
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,1,DAL,0,7,0,Punt,"(14:53) B.Anger punts 38 yards to PHI 13, Center-T.Sieg, fair catch by J.Dotson.",4th & 10 at DAL 49
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,2,PHI,0,1,0,8 Yard Pass,(14:46) (Shotgun) J.Hurts pass short left to S.Barkley to PHI 21 for 8 yards (K.Elam; K.Murray).,1st & 10 at PHI 13
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,2,PHI,0,2,0,1 Yard Run,(14:03) (Shotgun) S.Barkley left guard to PHI 22 for 1 yard (M.Kneeland; S.Thomas).,2nd & 2 at PHI 21
2025,Week 1,THU,09/04,Cowboys,Eagles,4TH QUARTER,2,PHI,0,3,0,1 Yard Run,(13:24) J.Hurts up the middle to PHI 23 for 1 yard (J.Houston).,3rd & 1 at PHI 22
