Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,1,Los Angeles Rams,0,1,0,Kickoff from GB 35,,Kickoff,"— M.Crosby kicks 65 yards from GB 35 to end zone, Touchback."
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,1,Los Angeles Rams,0,2,0,1 Yard Pass,1st & 10 at LAR 25,15:00 1st Shotgun,— J.Goff pass short left to T.Higbee to LAR 26 for 1 yard (A.Amos).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,1,Los Angeles Rams,0,3,0,3 Yard Run,2nd & 9 at LAR 26,14:23 1st,— C.Akers left tackle to LAR 29 for 3 yards (K.Clark; T.Lancaster).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,1,Los Angeles Rams,0,4,0,Pass Incomplete,3rd & 6 at LAR 29,13:39 1st Shotgun,— J.Goff pass incomplete short right to R.Woods (P.Smith).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,1,Los Angeles Rams,0,5,0,Punt,4th & 6 at LAR 29,13:35 1st,"— J.Hekker punts 48 yards to GB 23, Center-J.McQuaide. T.Austin to GB 32 for 9 yards (N.Scott)."
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,2,Green Bay Packers,1,1,0,2 Yard Run,1st & 10 at GB 32,13:25 1st Shotgun,— A.Jones right guard to GB 34 for 2 yards (M.Brockers).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,2,Green Bay Packers,1,2,0,8 Yard Pass,2nd & 8 at GB 34,12:48 1st Shotgun,— A.Rodgers pass short right to D.Adams pushed ob at GB 42 for 8 yards (T.Hill).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,2,Green Bay Packers,1,3,0,9 Yard Run,1st & 10 at GB 42,12:13 1st Shotgun,— A.Dillon right guard to LAR 49 for 9 yards (N.Scott; L.Floyd).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,2,Green Bay Packers,1,4,0,3 Yard Run,2nd & 1 at LAR 49,11:35 1st,— A.Jones left tackle to LAR 46 for 3 yards (M.Brockers; T.Reeder).
2020,Divisional Playoffs,SAT,01/16,Rams,Packers,1st Quarter,2,Green Bay Packers,1,5,0,12 Yard Pass,1st & 10 at LAR 46,10:56 1st,— A.Rodgers pass short right to M.Valdes-Scantling pushed ob at LAR 34 for 12 yards (T.Reeder).
