Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,1,Minnesota Vikings,0,1,0,Kickoff from SF 35,,Kickoff,"— M.Wishnowsky kicks 65 yards from SF 35 to end zone, Touchback."
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,1,Minnesota Vikings,0,2,0,3 Yard Run,1st & 10 at MIN 25,15:00 1st,— D.Cook right tackle to MIN 28 for 3 yards (A.Armstead).
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,1,Minnesota Vikings,0,3,0,-1 Yard Run,2nd & 7 at MIN 28,14:35 1st,— D.Cook right guard to MIN 27 for -1 yards (D.Buckner).
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,1,Minnesota Vikings,0,4,0,Pass Incomplete,3rd & 8 at MIN 27,13:56 1st Shotgun,— K.Cousins pass incomplete short left to S.Diggs.
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,1,Minnesota Vikings,0,5,0,Punt,4th & 8 at MIN 27,13:51 1st,"— B.Colquitt punts 39 yards to SF 34, Center-A.Cutting. R.James Jr. to SF 39 for 5 yards (A.Sendejo)."
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,2,San Francisco 49ers,1,1,0,2 Yard Run,1st & 10 at SF 39,13:41 1st,— M.Breida right tackle to SF 41 for 2 yards (L.Joseph).
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,2,San Francisco 49ers,1,2,0,10 Yard Pass,2nd & 8 at SF 41,13:03 1st Shotgun,— J.Garoppolo pass short middle to D.Samuel to MIN 49 for 10 yards (X.Rhodes). Caught at SF 48. 3-yac
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,2,San Francisco 49ers,1,3,0,Pass Incomplete,1st & 10 at MIN 49,12:32 1st,— J.Garoppolo pass incomplete short left to G.Kittle.
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,2,San Francisco 49ers,1,4,0,22 Yard Pass,2nd & 10 at MIN 49,12:28 1st,— J.Garoppolo pass deep left to E.Sanders to MIN 27 for 22 yards (A.Barr). Caught at MIN 28. 1-yac
2019,Divisional Playoffs,SAT,01/11,Vikings,49ers,1st Quarter,2,San Francisco 49ers,1,5,0,11 Yard Pass,1st & 10 at MIN 27,11:40 1st,— J.Garoppolo pass short middle to E.Sanders to MIN 16 for 11 yards (H.Smith). Caught at MIN 19. 3-yac
