Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,1,0,Kickoff from CHI 35,,Kickoff,— C.Santos kicks 60 yards from CHI 35 to HOU 5. S.Sims to HOU 26 for 21 yards (Q.Johnson; C.Johnson).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,2,0,6 Yard Pass,1st & 10 at HOU 26,14:55 1st,— D.Mills pass short right to X.Hutchinson to HOU 32 for 6 yards (M.Baskerville; P.Moala).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,3,0,8 Yard Run,2nd & 4 at HOU 32,14:21 1st,— D.Ogunbowale right guard to HOU 40 for 8 yards (T.Moore).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,4,0,Pass Incomplete,1st & 10 at HOU 40,13:47 1st,— D.Mills pass incomplete short middle to X.Hutchinson.
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,5,0,12 Yard Pass,2nd & 10 at HOU 40,13:43 1st Shotgun,— D.Mills pass short right to T.Quitoriano to CHI 48 for 12 yards (A.Ogbongbemiga).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,6,0,3 Yard Run,1st & 10 at CHI 48,13:07 1st,— D.Ogunbowale up the middle to CHI 45 for 3 yards (Z.Pickens).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,7,0,Pass Incomplete,2nd & 7 at CHI 45,12:32 1st,— D.Mills pass incomplete short left to B.Skowronek.
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,8,0,6 Yard Pass,3rd & 7 at CHI 45,12:27 1st Shotgun,— D.Mills pass short right to D.Ogunbowale to CHI 39 for 6 yards (A.Ogbongbemiga; J.Jones).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,9,0,3 Yard Run,4th & 1 at CHI 39,11:51 1st,— D.Ogunbowale up the middle to CHI 36 for 3 yards (T.Moore).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,10,0,11 Yard Pass,1st & 10 at CHI 36,11:15 1st Shotgun,— D.Mills pass short right to C.Stover to CHI 25 for 11 yards (J.Jones; A.Ogbongbemiga).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,11,0,8 Yard Run,1st & 10 at CHI 25,10:41 1st,— X.Hutchinson left end pushed ob at CHI 17 for 8 yards (T.Smith).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,12,0,-2 Yard Run,2nd & 2 at CHI 17,10:06 1st Shotgun,— D.Mills right tackle to CHI 19 for -2 yards (K.Kareem).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,13,0,5 Yard Penalty,3rd & 4 at CHI 19,09:29 1st Shotgun,"— D.Mills pass incomplete deep right to D.Ogunbowale. PENALTY on CHI-M.Baskerville, Defensive Holding, 5 yards, enforced at CHI 19 - No Play."
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,14,0,5 Yard Run,1st & 10 at CHI 14,09:25 1st,— J.Taylor right tackle to CHI 9 for 5 yards (E.Hicks).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,15,1,Touchdown,2nd & 5 at CHI 9,08:45 1st Shotgun,"— D.Mills pass short right to T.Quitoriano for 9 yards, TOUCHDOWN."
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,1,Houston Texans,1,16,1,Extra Point,,08:39 1st,"— K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-T.Townsend."
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,1,0,Kickoff from HOU 35,,Kickoff,— K.Fairbairn kicks 58 yards from HOU 35 to CHI 7. T.Scott to CHI 26 for 19 yards (B.Brooks).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,2,0,9 Yard Run,1st & 10 at CHI 26,08:35 1st,"— R.Johnson left tackle to CHI 35 for 9 yards (J.Hansen, C.Bullock)."
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,3,0,3 Yard Run,2nd & 1 at CHI 35,08:03 1st,— R.Johnson left end pushed ob at CHI 38 for 3 yards (D.Ross).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,4,0,Pass Incomplete,1st & 10 at CHI 38,07:32 1st,— T.Bagent pass incomplete short middle.
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,5,0,7 Yard Pass,2nd & 10 at CHI 38,07:27 1st,— T.Bagent pass short left to R.Johnson pushed ob at CHI 45 for 7 yards (D.Phillips; C.Bullock).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,6,0,9 Yard Pass,3rd & 3 at CHI 45,06:50 1st Shotgun,— T.Bagent pass short left to S.Carlson to HOU 46 for 9 yards (D.Ross).
2024,Hall Of Fame,THU,08/01,Texans,Bears,1st Quarter,2,Chicago Bears,0,7,0,4 Yard Run,1st & 10 at HOU 46,06:11 1st,— T.Scott right end to HOU 42 for 4 yards (M.Stewart).
